customer_key,name,gender,city,state,zip_code,country,continent,birthday
358861,Clifford Marshall,Male,Arnprior,Ontario,K7S 2R5,Canada,North America,1959-10-20
358880,Sylvester Muncy,Male,Kirkfield,Ontario,K0M 2B0,Canada,North America,1938-04-27
359037,Calvin Walker,Male,Calgary,Alberta,T2M 0X4,Canada,North America,1988-03-14
359297,Courtney Menard,Female,La Pocatiere,Quebec,G0R 1Z0,Canada,North America,1998-05-07
359409,Diana Richardson,Female,Chicoutimi,Quebec,G7H 4N3,Canada,North America,1992-10-19
359587,Kurt Manning,Male,Oshawa,Ontario,L1H 7K5,Canada,North America,1957-10-15
360001,Roman Humphrey,Male,Vancouver,British Columbia,V6B 3K9,Canada,North America,1952-02-06
360241,Colin Rollin,Male,Toronto,Ontario,M5H 1P6,Canada,North America,1949-04-03
360378,Vincent Matus,Male,Montreal,Quebec,H3C 5K4,Canada,North America,1979-02-11
360610,Edward Gutierrez,Male,Montreal,Quebec,H4A 1H3,Canada,North America,1937-01-31
360795,Mark Hoffman,Male,Faro,Yukon,Y0B 1K0,Canada,North America,1994-11-30
360894,Ronald Gothard,Male,London,Ontario,N6A 3M9,Canada,North America,1975-02-24
361214,Hilda Kuykendall,Female,Calgary,Alberta,T2A 1C8,Canada,North America,1958-01-02
361237,Christopher Sanders,Male,Calgary,Alberta,T2J 0N5,Canada,North America,1962-03-09
361450,Cheri Lunceford,Female,Victoria,British Columbia,V8W 2H9,Canada,North America,1983-06-17
361691,Tina Hall,Female,Trois Rivieres,Quebec,G9A 5S8,Canada,North America,1988-01-02
361945,Charles Hutchison,Male,Calgary,Alberta,T2P 0W4,Canada,North America,1991-02-26
362027,Carl Jones,Male,Cumberland,British Columbia,V0R 1S0,Canada,North America,1980-05-25
362095,Debra Pratt,Female,Toronto,Ontario,M1E 3T8,Canada,North America,1968-07-23
362120,Katherine Petty,Female,Nanaimo,British Columbia,V9R 5H9,Canada,North America,1973-07-13
362234,Audrey Felice,Female,Terrace,British Columbia,V8G 1S2,Canada,North America,1976-03-25
362263,Mario Ellis,Male,Montreal,Quebec,H3C 5K4,Canada,North America,1952-11-16
362479,Angela Alexander,Female,St Leonard D'aston,Quebec,J0C 1M0,Canada,North America,1994-04-06
362960,Brittany Visser,Female,Houston,British Columbia,V0J 1Z0,Canada,North America,1941-10-04
362993,Leo Schaal,Male,Prince George,British Columbia,V2L 5E5,Canada,North America,1938-06-16
363382,Shane Landry,Male,Toronto,Ontario,M5J 2N1,Canada,North America,1964-09-20
363462,Robert Kirwin,Male,Notre Dame De La Paix,Quebec,J0V 1P0,Canada,North America,1941-03-14
363524,Clifton Dortch,Male,Elgin,Ontario,K0G 1E0,Canada,North America,1993-03-12
363584,Mandy Serna,Female,Richmond,British Columbia,V7E 2E4,Canada,North America,1977-06-08
363712,Terry Maze,Male,St Laurent,Quebec,H4S 1H3,Canada,North America,1981-10-19
363872,Sylvia Crabtree,Female,Montreal,Quebec,H4A 1H3,Canada,North America,1988-10-22
363898,Hassan Turner,Male,Etobicoke,Ontario,M9W 1K7,Canada,North America,1956-08-09
364612,Dorothy Collins,Female,Mactier,Ontario,P0C 1H0,Canada,North America,1937-11-14
364626,Daniel Mabry,Male,Windsor,Ontario,N8T 3H5,Canada,North America,1957-08-23
364677,Doris Duncan,Female,Red Deer,Alberta,T4N 2A6,Canada,North America,1944-06-08
364718,Viola Albers,Female,Montreal,Quebec,H3C 5K4,Canada,North America,1968-02-25
364812,Anne Ervin,Female,Fulford Harbour,British Columbia,V0S 1C0,Canada,North America,2000-01-03
364820,Robert Newsome,Male,Fond Du Lac,Saskatchewan,S4P 3Y2,Canada,North America,1988-04-21
364852,Ruth Leslie,Female,Calgary,Alberta,T2A 1C8,Canada,North America,1953-12-01
365088,Richie Bush,Male,Leamington,Ontario,N8H 3B1,Canada,North America,1979-08-09
365200,Jennifer Gore,Female,Regina,Saskatchewan,S4S 2R3,Canada,North America,1948-06-16
365565,Guy Musser,Male,London,Ontario,N0N 0N0,Canada,North America,1980-11-30
365593,Wesley Currie,Male,Lansdowne,Ontario,K0E 1L0,Canada,North America,1976-07-22
365703,Fran Staton,Female,Montreal,Quebec,H2X 1Y8,Canada,North America,1955-03-03
365906,Wilma Judy,Female,Windsor,Ontario,N9A 1H9,Canada,North America,1964-08-30
365927,Lisa Saunders,Female,Owen Sound,Ontario,N4K 2N7,Canada,North America,1966-09-19
365953,Wendy Miller,Female,Toronto,Ontario,M5H 1P6,Canada,North America,1968-03-27
366019,Ruth Barnes,Female,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1957-12-27
366123,Joseph Rockey,Male,Renfrew,Ontario,K7V 1T5,Canada,North America,1945-05-30
366153,Evelyn Hernandez,Female,Avonlea,Saskatchewan,S4P 3Y2,Canada,North America,1975-01-09
366250,Robert Weiss,Male,Kanata,Ontario,K2K 1L9,Canada,North America,1949-11-08
366365,Scott Knox,Male,Decker Lake,British Columbia,V0J 1E0,Canada,North America,1991-09-12
366380,John Marson,Male,Toronto,Ontario,M5T 1T4,Canada,North America,1964-01-08
366500,Victoria Ortiz,Female,Kitscoty,Alberta,T0B 2P0,Canada,North America,1943-09-12
366774,Jacob Scott,Male,Calgary,Alberta,T2V 2W2,Canada,North America,1968-09-29
366856,Peter South,Male,Lethbridge,Alberta,T1J 2J7,Canada,North America,1970-11-06
366908,Betty Salerno,Female,Montreal,Quebec,H3C 3X6,Canada,North America,1989-09-18
367004,Billy Winston,Male,Toronto,Ontario,M1E 3T8,Canada,North America,1941-12-14
367131,Heather Henderson,Female,Belleville,Ontario,K8N 4Z5,Canada,North America,1941-01-20
367191,Ralph Dye,Male,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1959-12-09
367214,Isaac Hund,Male,Guelph,Ontario,N1G 153,Canada,North America,1945-11-29
367215,Harriet Evans,Female,Woodstock,Ontario,N4S 6J6,Canada,North America,1948-11-25
367332,Mary Washington,Female,Notre Dame Des Laurentides,Quebec,J2N 1X1,Canada,North America,1981-11-21
367414,Charles Slye,Male,Montreal,Quebec,H3B 2M3,Canada,North America,1972-11-26
367715,Anne Stephens,Female,Bonaventure,Quebec,G0C 1E0,Canada,North America,1954-01-24
367753,Scott Fennell,Male,Montreal,Quebec,H4N 3C5,Canada,North America,1958-02-01
367824,Shelly Pitchford,Female,Edmonton,Alberta,T6H 1J5,Canada,North America,1994-01-25
367880,Anthony Kelly,Male,Belleville,Ontario,K8N 1L9,Canada,North America,1983-08-30
368115,Wanita Woods,Female,Port Franks,Ontario,N0M 2L0,Canada,North America,2000-07-18
368181,Ada Smith,Female,Toronto,Ontario,M1L 3K7,Canada,North America,1992-07-03
368190,Irma Trujillo,Female,Rosalind,Alberta,T0B 3Y0,Canada,North America,1975-01-14
368277,Michael Bradley,Male,Vancouver,British Columbia,V6B 6L8,Canada,North America,1936-07-31
368295,Margarita Mayle,Female,Riviere Du Loup,Quebec,G5R 3E9,Canada,North America,1953-04-10
368405,Jack Hilburn,Male,Vancouver,British Columbia,V6B 5A1,Canada,North America,1986-04-25
368445,Aida Martin,Female,Drummondville,Quebec,J2C 1K9,Canada,North America,1950-07-15
368584,Grace Dodds,Female,Rimouski,Quebec,G5L 5J1,Canada,North America,1978-02-20
368610,Monica Fish,Female,Montreal,Quebec,H3C 5K4,Canada,North America,1999-06-17
368827,Catherine Pipkin,Female,Toronto,Ontario,M2J 3T7,Canada,North America,1982-05-22
368957,Timothy Dickens,Male,Gibsons,British Columbia,V0N 1V0,Canada,North America,1976-04-05
369446,Barbara Denniston,Female,Calgary,Alberta,T2P 4L4,Canada,North America,1995-05-31
369604,Claude Brown,Male,Malartic,Quebec,J0Y 1Z0,Canada,North America,1949-06-10
369814,Linda Jones,Female,Longueuil,Quebec,J4H 1M3,Canada,North America,1970-10-19
369858,Willie Jackson,Male,Inuvik,Northwest Territories,X0E 0T0,Canada,North America,1994-04-10
370019,James Bailey,Male,Ottawa,Ontario,K1Z 7B5,Canada,North America,1992-04-07
370077,Carlota Etzel,Female,Sainte-Gertrude,Quebec,G0X 2S0,Canada,North America,1971-02-02
370149,Hazel Hobart,Female,New Westminster,British Columbia,V3L 5H1,Canada,North America,1935-02-13
370810,Ruby Turner,Female,Toronto,Ontario,M4W 1J7,Canada,North America,1953-02-08
370811,Richard Mazzarella,Male,Vancouver,British Columbia,V6B 3K9,Canada,North America,1993-05-28
370829,Roy Horne,Male,Didsbury,Alberta,T0M 0W0,Canada,North America,1975-09-06
370964,Freeman Gaither,Male,Lavaltrie,Quebec,J0K 1H0,Canada,North America,1955-02-02
371426,Samuel Berry,Male,Caledon East,Ontario,L0N 1E0,Canada,North America,1940-11-28
371459,Eleanor Hartley,Female,Malton,Ontario,L4T 1A8,Canada,North America,1977-11-16
371706,Peter Schaper,Male,Edmonton,Alberta,T5J 2R4,Canada,North America,1949-09-30
372075,Robert Gulley,Male,Unionville,Ontario,L3R 0L7,Canada,North America,1954-11-15
372299,Kathryn Watkins,Female,Preston,Ontario,N3H 3M9,Canada,North America,1992-08-20
372304,William Taylor,Male,Trail,British Columbia,V1R 3W5,Canada,North America,1977-04-03
372379,Edward Murray,Male,Paris,Ontario,N3L 1K7,Canada,North America,1958-05-23
372476,Jose Taranto,Male,Mayne Island,British Columbia,V0N 2J0,Canada,North America,1968-06-07
372516,James Billings,Male,Toronto,Ontario,M5J 2N1,Canada,North America,1945-02-12
372525,Howard Shepherd,Male,Strongfield,Saskatchewan,S4P 3Y2,Canada,North America,1952-06-09
372672,Leo Goyette,Male,Montreal,Quebec,H3B 2M3,Canada,North America,1958-10-22
372694,Douglas Stockard,Male,STAVELY,Alberta,T0L 1Z0,Canada,North America,1997-08-04
373120,Richard Wilson,Male,KINGSTON,Ontario,K7L 1C2,Canada,North America,1954-03-11
373334,Alexander Jennings,Male,Montreal,Quebec,H3C 5K4,Canada,North America,1947-08-11
373683,Steven Roberson,Male,Campbell River,British Columbia,V9W 2L9,Canada,North America,1994-01-17
373738,Joseph Davis,Male,Sudbury,Ontario,P3E 5B2,Canada,North America,1948-04-10
373746,Megan Roundy,Female,Chicoutimi,Quebec,G7G 2S4,Canada,North America,1991-06-22
373815,Michael Hall,Male,Beaver Creek,Yukon,Y0B 1A0,Canada,North America,1994-11-11
373822,Kim Braun,Female,St Laurent,Quebec,H4S 1H3,Canada,North America,1956-05-16
373938,Stephen Sterling,Male,Temagami,Ontario,P0H 2H0,Canada,North America,1951-11-07
374045,Diane Gilmore,Female,Montreal,Quebec,H3C 5K4,Canada,North America,1939-12-14
374192,Sheryl Rickard,Female,Hughenden,Alberta,T0B 2E0,Canada,North America,1945-08-24
374235,Elia Garcia,Female,Peace River,Alberta,T8S 1V9,Canada,North America,1993-05-08
374242,Carol Abraham,Female,Hull,Quebec,S4P 3Y2,Canada,North America,1951-02-18
374334,John Baker,Male,Innisfree,Alberta,T0B 2G0,Canada,North America,1986-09-05
374580,Lucila Hession,Female,Toronto,Ontario,M1S 1T4,Canada,North America,1990-09-09
374720,Dawn Nino,Female,Toronto,Ontario,M5H 1P6,Canada,North America,1935-08-07
374823,Robert Lineberger,Male,Toronto,Ontario,M1S 1T4,Canada,North America,2001-08-28
375225,Joseph Morales,Male,Vancouver,British Columbia,V6B 3K9,Canada,North America,1945-11-15
375359,Mark Cox,Male,Port Colborne,Ontario,L3K 3M2,Canada,North America,1952-06-05
375376,Maynard Hazelwood,Male,Hamilton,Ontario,L8P 1P8,Canada,North America,1950-07-08
375384,Nina Machado,Female,Toronto,Ontario,M1S 1T4,Canada,North America,1987-10-18
375538,Edgar Williams,Male,Ottawa,Ontario,K2P 0K1,Canada,North America,1951-09-07
375770,John Elswick,Male,Windsor,Ontario,N9A 1H9,Canada,North America,1988-10-29
376019,Lisa Parkes,Female,Windsor,Ontario,N9A 1H9,Canada,North America,1964-01-21
376037,Donna Holbrook,Female,Lambeth,Ontario,N0L 1S2,Canada,North America,1969-11-04
376053,Helen Dobos,Female,Winnipeg,Manitoba,R3C 0C4,Canada,North America,1984-01-15
376607,Monnie Terry,Female,Grande Prairie,Alberta,T8V 0S1,Canada,North America,1955-08-07
376862,Christina Conger,Female,Toronto,Ontario,M9N 1G4,Canada,North America,1959-12-03
376933,Stephanie Nolan,Female,Grande Cache,Alberta,T0E 0Y0,Canada,North America,1951-09-21
376965,Thomas Summers,Male,Victoria,British Columbia,V8R 5A7,Canada,North America,1972-05-25
376977,William Schmidt,Male,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1971-09-08
377340,Donald Williams,Male,Estevan,Saskatchewan,S4A 0W6,Canada,North America,1974-08-29
377487,Francisco Alexander,Male,Cornwall,Ontario,K6J 3P7,Canada,North America,1960-02-01
377521,Steve Lowe,Male,Jasper,Alberta,T0E 1E0,Canada,North America,1987-04-01
377690,John Rodriguez,Male,Montreal,Quebec,H3B 4W8,Canada,North America,1936-05-06
377745,Nicholas Nall,Male,St Gedeon De Beauce,Quebec,G0M 1T0,Canada,North America,1969-03-26
377854,Clarence Bell,Male,Toronto,Ontario,M5T 1T4,Canada,North America,1969-10-04
378008,Noel Nanney,Male,Brampton,Ontario,L6W 1Z2,Canada,North America,1952-01-23
378023,Holly Tait,Female,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1935-03-05
378059,Robert Lewis,Male,Vancouver,British Columbia,V6B 3K9,Canada,North America,1977-09-03
378064,Sandra Britton,Female,Edmonton,Alberta,T5J 2R4,Canada,North America,1940-03-08
378117,Rita Butler,Female,Chicoutimi,Quebec,G7H 5G3,Canada,North America,1974-03-17
378411,Derrick Davenport,Male,Shawinigan,Quebec,G9N 3B6,Canada,North America,1967-03-08
378574,Sol Barron,Female,Giscome,British Columbia,V0J 3C0,Canada,North America,1981-02-03
378610,Douglas Davis,Male,Winnipeg,Manitoba,R3B 3K6,Canada,North America,1953-12-04
378751,Stephanie Mills,Female,Montreal,Quebec,H3C 5K4,Canada,North America,1976-03-10
378833,April Sato,Female,Oakville,Ontario,L6L 2X5,Canada,North America,1941-05-29
379002,Joshua George,Male,Montreal,Quebec,H3C 3X6,Canada,North America,1959-05-27
379021,Nicholas McCrae,Male,Montreal,Quebec,H3C 5K4,Canada,North America,1941-12-11
379142,Charles Morrissey,Male,Halifax,Nova Scotia,B3K 1N7,Canada,North America,1993-09-24
379536,Coleman Smith,Male,Thorhild,Alberta,T0A 3J0,Canada,North America,1978-04-01
379770,Louis Stringfellow,Male,Calgary,Alberta,T2N 2A7,Canada,North America,1969-08-04
379953,Shaun Tillman,Male,Grande Prairie,Alberta,T1V 1N2,Canada,North America,1999-07-01
380032,Christina Freeman,Female,Toronto,Ontario,M5T 1T4,Canada,North America,1967-07-15
380256,Rodney Prince,Male,Rosetown,Saskatchewan,S7K 1W8,Canada,North America,1981-12-05
380313,Kevin Peter,Male,Vancouver,British Columbia,V6C 1B4,Canada,North America,1972-03-26
380462,Doris Orr,Female,Coe Hill,Ontario,K0L 1P0,Canada,North America,1974-05-06
380675,Lee Neeley,Female,Foam Lake,Saskatchewan,S4P 3Y2,Canada,North America,1967-08-22
380891,David Burgess,Male,Rock Creek,British Columbia,V0H 1Y0,Canada,North America,1976-09-11
380931,William Post,Male,Toronto,Ontario,M2J 3T7,Canada,North America,1956-01-30
381061,Amos Dill,Male,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1971-01-10
381140,Merle Sutton,Female,Toronto,Ontario,M4P 1E4,Canada,North America,1962-02-08
381188,Albert Hood,Male,Mayo,Yukon,Y0B 1M0,Canada,North America,1963-10-24
381223,Amy Cribbs,Female,Slave Lake,Alberta,T0G 2A2,Canada,North America,1936-07-26
381230,William Brown,Male,Prince Albert,Saskatchewan,S6V 5R4,Canada,North America,1939-10-24
381255,Vikki Heskett,Female,Sault Ste Marie,Ontario,P6A 1Z2,Canada,North America,2000-02-10
381459,Patrick Foley,Male,Richmond Hill,Ontario,L4C 3Y2,Canada,North America,1973-02-18
381656,Marie Lewis,Female,Fort Saskatchewan,Alberta,T8L 2H4,Canada,North America,1935-03-09
381830,David Franklin,Male,Edmonton,Alberta,T2P 3Z3,Canada,North America,1959-06-04
381991,Helen Sonnier,Female,Montreal,Quebec,H3B 4W8,Canada,North America,1999-10-03
382089,Adele Beatty,Female,St Sebastien De Frontenac,Quebec,G0Y 1M0,Canada,North America,1963-01-02
382095,Sarah Riser,Female,Sidney,British Columbia,V8L 1X3,Canada,North America,1948-07-26
382178,Troy Ruch,Male,Halifax,Nova Scotia,B3K 5M1,Canada,North America,1935-08-17
382291,Heidi Exum,Female,Montreal,Quebec,H3C 5K4,Canada,North America,1960-09-22
382347,Mary Monroe,Female,Woodbridge,Ontario,L0L 0L0,Canada,North America,1964-04-10
382379,Michael Miller,Male,Toronto,Ontario,M5J 2R8,Canada,North America,2000-09-29
382489,Barbara Baker,Female,Vidir,Manitoba,R3C 3V6,Canada,North America,1953-09-26
382538,Michele Ortega,Female,Toronto,Ontario,M3B 2W6,Canada,North America,1935-11-25
382539,Mayra Bramble,Female,Brampton,Ontario,L6T 3W9,Canada,North America,1992-01-20
382565,Stephen Matthews,Male,Dillon,Saskatchewan,S4P 3Y2,Canada,North America,1963-05-01
382843,Harold Chang,Male,Malton,Ontario,L4T 1A8,Canada,North America,1964-02-12
382932,Michael French,Male,Toronto,Ontario,M1E 3T8,Canada,North America,1950-12-27
382960,Velia Phillips,Female,Winnipeg,Manitoba,R3B 3K6,Canada,North America,2000-12-10
383007,Michelle Lafountain,Female,Ottawa,Ontario,K2H 5B6,Canada,North America,1982-12-16
383111,Ross Steadham,Male,Ellerslie,Prince Edward Island,C0B 1J0,Canada,North America,1991-05-04
383155,Chris Hawkins,Male,Blackstock,Ontario,L0B 1B0,Canada,North America,1956-04-26
383207,Robert Brown,Male,Quebec,Quebec,G1V 3V5,Canada,North America,1974-06-18
383209,Nina Levine,Female,Harrow,Ontario,N0R 1G0,Canada,North America,2000-02-24
383279,Neal Hirsch,Male,Richmond Hill,Ontario,L4C 3Y2,Canada,North America,1994-05-31
383459,Clarence Collins,Male,Oakville,Ontario,L6J 3X4,Canada,North America,1984-10-09
383528,Susan Scudder,Female,Warren,Ontario,P0H 2N0,Canada,North America,1999-12-09
383902,Theresa McCormick,Female,Medicine Hat,Alberta,T1A 0N1,Canada,North America,1997-07-26
384493,James Valentin,Male,Stirling,Alberta,T0K 2E0,Canada,North America,1983-06-14
384783,Steven Mason,Male,Burlington,Ontario,L7R 2G6,Canada,North America,2002-01-12
384911,Lizzie Bivona,Female,Toronto,Ontario,M1H 1A8,Canada,North America,1967-12-07
385255,Josephine Callahan,Female,Toronto,Ontario,M4K 1A6,Canada,North America,1957-11-10
385309,Michael Garcia,Male,Cornwall,Ontario,K6J 3R2,Canada,North America,1945-11-04
385392,Maurine Wolfe,Female,Montreal,Quebec,H3C 5K4,Canada,North America,1979-01-11
385527,Raymond Taylor,Male,Toronto,Ontario,M5J 2N1,Canada,North America,1943-12-15
385590,Marcus Jackson,Male,Thamesville,Ontario,N0P 2K0,Canada,North America,1937-08-31
385627,John Prince,Male,Claresholm,Alberta,T0L 0T0,Canada,North America,1997-11-15
385643,Michael Pulido,Male,Nanaimo,British Columbia,V9R 3A8,Canada,North America,1940-03-12
385734,David Culbertson,Male,Sidney,British Columbia,V8L 1X3,Canada,North America,1994-08-28
385794,John Hess,Female,Red Lake,Ontario,P0V 2M0,Canada,North America,1959-04-25
385817,Dennis Moody,Male,Timmins,Ontario,P4N 1C3,Canada,North America,1945-05-01
385854,Ruth Erdmann,Female,Vancouver,British Columbia,V5M 3M5,Canada,North America,1987-09-25
385893,Willie Lauer,Male,Oil Springs,Ontario,N0N 1P0,Canada,North America,1952-04-04
385971,Staci Harris,Female,Oshawa,Ontario,S4P 3Y2,Canada,North America,1970-07-08
386552,Mary Hammock,Female,Malartic,Quebec,J0Y 1Z0,Canada,North America,1938-10-06
386574,Richard Keith,Male,Toronto,Ontario,M5J 2R8,Canada,North America,1987-12-07
386609,Catherine McRee,Female,London,Ontario,N5W 5K6,Canada,North America,1984-11-04
386720,Meghan Brickey,Female,Surrey,British Columbia,V3T 4Y5,Canada,North America,1978-07-11
387016,Joyce Schneider,Female,Ottawa,Ontario,K1Z 7B5,Canada,North America,1982-07-27
387136,Peter Dunbar,Male,Parksville,British Columbia,V9P 1R1,Canada,North America,1999-02-02
387148,Marianna Carroll,Female,Castor,Alberta,T0C 0X0,Canada,North America,1957-12-21
387369,Evelyn Gutierrez,Female,Glenfinnan,Prince Edward Island,C1B 0Z9,Canada,North America,1984-09-12
387372,Stepanie Soares,Female,Toronto,Ontario,M9N 1G4,Canada,North America,1938-01-23
387530,Kevin Houser,Male,Orillia,Ontario,L3V 1T4,Canada,North America,1977-09-02
387658,William Conn,Male,Toronto,Ontario,M5T 1T4,Canada,North America,1957-10-01
387704,Michelle Scoggins,Female,Lethbridge,Alberta,T1J 2J7,Canada,North America,1965-01-13
387809,Linda Anderson,Female,Vancouver,British Columbia,S4P 3Y2,Canada,North America,1935-11-16
388230,Julia Hobbs,Female,Red Deer,Alberta,T4N 2A6,Canada,North America,1949-01-30
388276,Oliver Fraley,Male,Toronto,Ontario,M8W 4Y4,Canada,North America,1961-12-07
388302,Kathryn Rush,Female,Quesnel,British Columbia,V2J 2R5,Canada,North America,1939-12-15
388416,Janice Moore,Female,West Vancouver,British Columbia,V7V 1Y8,Canada,North America,1997-05-10
388422,John Hawthorne,Male,Birch Hills,Saskatchewan,S4P 3Y2,Canada,North America,1974-07-28
388648,Kim Babcock,Female,Clyde River,Nunavut,X0A 0E0,Canada,North America,1949-07-03
388855,Natasha Stacey,Female,Vancouver,British Columbia,V6B 3K9,Canada,North America,1967-03-27
388968,Bernice Reed,Female,Grise Fiord,Nunavut,X0A 0J0,Canada,North America,1944-11-21
388990,Robert Magers,Male,Calgary,Alberta,T2P 0W4,Canada,North America,1960-07-02
389013,Carolyn Benn,Female,Campbellford,Ontario,K0L 1L0,Canada,North America,1976-05-10
389130,Keith Montgomery,Male,Mount Herbert,Prince Edward Island,C1B 3M8,Canada,North America,1997-07-18
389303,Mark Whitt,Male,Fort St John,British Columbia,V1J 3Y7,Canada,North America,1985-03-12
389346,Sandra Cox,Female,Ottawa,Ontario,K1Z 7B5,Canada,North America,1988-12-01
389421,Jennifer Johnson,Female,Ottawa,Ontario,K1Z 7B5,Canada,North America,1995-10-04
389462,Mary Korman,Female,Trois Rivieres,Quebec,G9A 5S8,Canada,North America,1993-07-01
389486,William Weatherford,Male,Stayner,Ontario,L0M 1S0,Canada,North America,1972-04-13
389532,William Garcia,Male,Leamington,Ontario,N8H 3B1,Canada,North America,1992-05-03
389592,David Lanza,Male,Fort St John,British Columbia,V1J 4M7,Canada,North America,1973-11-27
389928,Felix Thompson,Male,Toronto,Ontario,M5H 1P6,Canada,North America,1996-06-22
390031,Toni Ladouceur,Female,Chatham,Ontario,N7M 2G9,Canada,North America,1946-05-22
390201,Joshua Daily,Male,Guelph,Ontario,N1H 2W8,Canada,North America,1979-09-04
390781,Steve Dwyer,Male,Montreal,Quebec,H4J 1M9,Canada,North America,1956-10-27
390804,Alphonso Simon,Male,L'etape,Quebec,H0H 0H0,Canada,North America,1947-05-13
390807,Daniel Taylor,Male,Toronto,Ontario,M6E 1R1,Canada,North America,1973-02-15
390926,Grace Schweitzer,Female,Montreal,Quebec,H2K 4J5,Canada,North America,1996-10-02
391003,Ashley Jackson,Female,Unionville,Ontario,L3R 0L7,Canada,North America,1942-03-30
391082,Jena Bryant,Female,Qualicum Beach,British Columbia,V9K 1L6,Canada,North America,1954-02-15
391353,Caleb Lomas,Male,Trail,British Columbia,V1R 3W5,Canada,North America,1983-01-12
391380,Bernice Sanchez,Female,Quebec,Quebec,G1R 1B8,Canada,North America,1941-12-21
391464,Phyllis Taylor,Female,Toronto,Ontario,M4A 2M5,Canada,North America,1987-04-22
391619,James Hicks,Male,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1945-09-07
391687,Robert Yeomans,Male,Whistler,British Columbia,V0N 1B0,Canada,North America,1938-03-24
391733,David Johnson,Male,Grande Prairie,Alberta,T8V 2V4,Canada,North America,2000-04-12
391761,Regina Meyer,Female,Sudbury,Ontario,P3E 5K3,Canada,North America,1950-11-09
391900,Robert Cover,Male,South Pickering,Ontario,L1V 1S8,Canada,North America,1994-01-27
392041,Charles Vasquez,Male,Calgary,Alberta,T2N 2A7,Canada,North America,1957-08-02
392118,James Bell,Male,Montreal,Quebec,H3K 2C3,Canada,North America,1950-03-03
392187,Martin Gray,Male,Vancouver,British Columbia,V6B 3K9,Canada,North America,1986-03-08
392359,Susan Seaman,Female,Toronto,Ontario,M5T 1T4,Canada,North America,1986-04-06
392372,Ellen Bentley,Female,Toronto,Ontario,M4W 1J7,Canada,North America,1967-03-15
392374,Richard Hungate,Male,Rolphton,Ontario,K0J 2H0,Canada,North America,1943-07-27
392376,Samuel Close,Male,Kemptville,Ontario,K0G 1J0,Canada,North America,1942-06-21
392676,Blanche Lima,Female,Prince George,British Columbia,V2L 5E5,Canada,North America,1971-12-27
392703,William Woodhouse,Male,Toronto,Ontario,M4W 1J7,Canada,North America,1940-07-13
393097,Carol Larson,Female,Toronto,Ontario,M4W 1J7,Canada,North America,1996-05-01
393616,Donald McDonald,Male,Cooksville,Ontario,L5A 1V9,Canada,North America,1950-06-13
393641,Michael Lessard,Male,Hamilton,Ontario,L8R 1H8,Canada,North America,1967-06-12
393739,Willard Remington,Male,Westmeath,Ontario,K0J 2L0,Canada,North America,1980-06-05
394173,Jay Jones,Male,Toronto,Ontario,M4E 2V5,Canada,North America,1959-05-22
394181,Debbie Watkins,Female,Dauphin,Manitoba,R7N 2T3,Canada,North America,1961-08-05
394231,Ruben Webb,Male,Bowden,Alberta,T0M 0K0,Canada,North America,1937-02-04
394434,Melissa Anthony,Female,CLYDE,Alberta,T0G 0P0,Canada,North America,1958-03-21
394530,Mary Davis,Female,Cornwall,Ontario,K6J 3R2,Canada,North America,1966-03-04
394778,Melinda Santos,Female,Brockville,Ontario,K6V 4N8,Canada,North America,1961-10-07
394802,Robert Glenn,Male,Montreal,Quebec,H3C 5K4,Canada,North America,1956-03-07
394929,Leon Stout,Male,Drummondville,Quebec,J2C 4N1,Canada,North America,1974-12-23
395073,Michael Vandermark,Male,Toronto,Ontario,M6H 4B6,Canada,North America,1983-01-03
395197,Sean Waddell,Male,Vancouver,British Columbia,V6C 1B4,Canada,North America,1958-09-27
395280,Chris Duley,Female,Hespeler,Ontario,N3C 1H3,Canada,North America,1960-04-24
395474,Thomas Campos,Male,Chesterville,Ontario,K0C 1H0,Canada,North America,1948-07-05
395664,Janice Horner,Female,Winnipeg,Manitoba,R3C 4L5,Canada,North America,1983-06-30
395914,Nancy Estrada,Female,Gorrie,Ontario,N0G 1X0,Canada,North America,1954-01-17
395963,Kisha Bloch,Female,Grayson,Saskatchewan,S4P 3Y2,Canada,North America,1940-03-23
396388,Annie Wright,Female,Calgary,Alberta,T2E 6J8,Canada,North America,1985-10-29
396567,Shawanda Abreu,Female,Burnaby,British Columbia,V5B 3C9,Canada,North America,1959-08-23
396631,William Miller,Male,Casselman,Ontario,K0A 1M0,Canada,North America,1967-04-27
396894,Sasha Cooper,Female,Edmonton,Alberta,T5M 3K3,Canada,North America,1941-03-21
396944,Zane Belgrave,Male,Toronto,Ontario,M4P 1A6,Canada,North America,1975-09-21
396969,Ethel Donovan,Female,Toronto,Ontario,M4P 1A6,Canada,North America,1982-07-26
397223,Clifford Glover,Male,Woss,British Columbia,V0N 3P0,Canada,North America,1943-11-11
397267,Karen Barrett,Female,Kintore,Ontario,N0M 2C0,Canada,North America,1945-11-12
397285,Stefani Atencio,Female,Montreal,Quebec,H4J 1M9,Canada,North America,1949-06-19
